name,salary_from,salary_to,salary_currency,area_name,published_at
Сервисный инженер по обслуживанию и ремонту буровых станков СБШ-250 (электрик-наладчик),150000.0,150000.0,RUR,Красноярск,2022-12-16T06:17:24+0300
"C++ Developer (Middle, Senior)",,,,Нижний Новгород,2022-12-16T06:50:36+0300
Инженер по ремонту,35000.0,40000.0,RUR,Новосибирск,2022-12-16T04:19:43+0300
Web-программист,,110000.0,RUR,Новокузнецк,2022-12-16T04:27:59+0300
"C++ Developer (Middle, Senior)",,,,Казань,2022-12-16T06:49:50+0300
Токарь,38500.0,48400.0,RUR,Кемерово,2022-12-16T04:36:16+0300
Инженер АСУТП 1 категории,,,,Омск,2022-12-16T06:32:42+0300
Теплотехник на кирпичный завод,85000.0,90000.0,RUR,Новосибирск,2022-12-16T04:40:24+0300
Системный инженер,,,,Москва,2022-12-16T05:52:15+0300
Специалист по кибербезопасности,,,,Москва,2022-12-16T04:09:23+0300
"C++ Developer (Middle, Senior)",,,,Уфа,2022-12-16T06:51:09+0300
Оператор на токарный станок с ЧПУ,50000.0,55000.0,RUR,Бийск,2022-12-16T06:56:33+0300
PHP Developer,,,,Барнаул,2022-12-16T06:38:13+0300
Токарь,40000.0,,RUR,Барнаул,2022-12-16T05:12:34+0300
Начальник службы информационных технологий,63000.0,63000.0,RUR,Новосибирск,2022-12-16T04:16:03+0300
Механик по сервисному обслуживанию карьерной и строительной техники,,100000.0,RUR,Магадан,2022-12-16T04:35:54+0300
Full-stack разработчик (c#),,,,Иркутск,2022-12-16T05:42:32+0300
Разработчик Битрикс24,,,,Новокузнецк,2022-12-16T04:27:59+0300
Бизнес-аналитик,,,,Пермь,2022-12-16T06:47:56+0300
Руководитель проекта 1С СRM в машиностроительную компанию,215000.0,,RUR,Санкт-Петербург,2022-12-16T06:28:53+0300
Специалист по информационной безопасности,60000.0,,RUR,Екатеринбург,2022-12-16T06:16:34+0300
Менеджер проектов,34500.0,34500.0,RUR,Томск,2022-12-16T06:34:12+0300
Аналитик (строительство),,,,Москва,2022-12-16T06:35:32+0300
Теплотехник,75000.0,85000.0,RUR,Новосибирск,2022-12-16T04:40:26+0300
PHP-разработчик / PHP developer,,,,Новосибирск,2022-12-16T04:46:42+0300
Механик,35000.0,,RUR,Боровиха,2022-12-16T04:34:18+0300
Инженер по координации (Сервисный отдел),50000.0,,RUR,Новосибирск,2022-12-16T06:05:12+0300
Flutter разработчик / разработчик мобильных приложений,,,,Санкт-Петербург,2022-12-16T06:37:18+0300
"IOS-разработчик (Senior, удаленно)",,310000.0,RUR,Казань,2022-12-16T04:04:55+0300
3D Frontend-разработчик (Three.js/Potree),,,,Москва,2022-12-16T06:53:17+0300
Программист 1С-Битрикс,100000.0,,RUR,Новокузнецк,2022-12-16T04:27:59+0300
Инженер отдела телефонии,,,,Новосибирск,2022-12-16T05:17:04+0300
Специалист по обслуживанию и монтажу систем видеонаблюдения и пожарной сигнализации,60000.0,80000.0,RUR,Москва,2022-12-16T06:51:04+0300
Токарь-фрезеровщик,30000.0,,RUR,Иркутск,2022-12-16T05:09:16+0300
Электромеханик,56700.0,,RUR,Красноярск,2022-12-16T05:32:39+0300
Программист 1С,80000.0,80000.0,RUR,Новосибирск,2022-12-16T06:54:22+0300
Ведущий Системный администратор,,,,Владивосток,2022-12-16T04:23:44+0300
"Технический писатель-тимлид (инструменты хостинга, сетевые сервисы)",150000.0,180000.0,RUR,Москва,2022-12-16T06:37:19+0300
Программист 1C,150000.0,,RUR,Екатеринбург,2022-12-16T06:03:42+0300
Преподаватель программирования,20000.0,50000.0,RUR,Екатеринбург,2022-12-16T05:15:35+0300
Механик холодильного оборудования,50000.0,100000.0,RUR,Новосибирск,2022-12-16T05:18:32+0300
Оператор станков с ПУ (гибка),41103.0,41103.0,RUR,Карачев,2022-12-16T04:07:55+0300
Инженер-механик,65000.0,,RUR,Томск,2022-12-16T05:11:43+0300
Сервисный инженер,45000.0,,RUR,Красноярск,2022-12-16T06:53:04+0300
Электромеханик связи (техник связи),39000.0,39000.0,RUR,Новосибирск,2022-12-16T06:54:22+0300
С# (ASP.NET/Xamarin) Developer,,,,Барнаул,2022-12-16T06:17:22+0300
Ведущий инженер-механик,40000.0,,RUR,Томск,2022-12-16T05:35:35+0300
Presale инженер (TV оборудование),65000.0,,RUR,Санкт-Петербург,2022-12-16T06:23:36+0300
Оператор станков с ЧПУ,70000.0,88000.0,RUR,Юрга,2022-12-16T06:57:13+0300
Программист 1С,130000.0,,RUR,Красноярск,2022-12-16T06:06:31+0300
Менеджер проектов,,50000.0,RUR,Хабаровск,2022-12-16T06:39:35+0300
Ведущий специалист по обеспечению безопасности дорожного движения,60000.0,,RUR,Красноярск,2022-12-16T05:14:31+0300
Аналитик по категории А и ВС,,,,Алматы,2022-12-16T04:50:11+0300
Системный администратор,35000.0,,RUR,Барнаул,2022-12-16T06:55:13+0300
Монтажник систем контроля транспорта,50000.0,100000.0,RUR,Кемерово,2022-12-16T05:09:15+0300
Руководитель бизнес-инвестиционного фонда,,,,Красноярск,2022-12-16T06:05:50+0300
Начальник участка механизации,100000.0,100000.0,RUR,Владивосток,2022-12-16T06:41:02+0300
Программист 1С,70000.0,,RUR,Ангарск,2022-12-16T04:41:38+0300
Начинающий специалист по созданию голосовых и текстовых чат - ботов,,,,Талдыкорган,2022-12-16T06:10:05+0300
С# (ASP.NET/Xamarin) Developer,,,,Новосибирск,2022-12-16T06:18:25+0300
Программист 1С,,,,Владивосток,2022-12-16T05:51:46+0300
Менеджер (специалист) технической поддержки GPS/ГЛОНАСС систем,40000.0,,RUR,Новокузнецк,2022-12-16T05:09:15+0300
Токарь (с функцией фрезеровки),55000.0,60000.0,RUR,Новосибирск,2022-12-16T06:04:52+0300
Механик по ремонту складской техники,70000.0,,RUR,Краснодар,2022-12-16T06:35:14+0300
Специалист по линейным сооружениям,28490.0,,RUR,Ульяновск,2022-12-16T06:23:03+0300
Программист 1С,,,,Новосибирск,2022-12-16T06:13:55+0300
Администратор по установке и ремонту торгового оборудования,,,,Ангарск,2022-12-16T06:54:14+0300
Level Designer (midcore PvE-shooter),,,,Москва,2022-12-16T06:35:00+0300
Программист 1С (Академгородок),130000.0,,RUR,Новосибирск,2022-12-16T05:38:44+0300
Инженер холодильного оборудования,66250.0,90000.0,RUR,Тюмень,2022-12-16T04:08:03+0300
Аналитик (строительство),,,,Подольск (Московская область),2022-12-16T06:35:55+0300
Системный администратор (Академгородок),,,,Новосибирск,2022-12-16T04:46:42+0300
Главный специалист отдела информационных технологий,,,,Тюмень,2022-12-16T06:56:08+0300
Программист 1С,,,,Минск,2022-12-16T05:42:04+0300
Android Developer ( middle++\ senior),250000.0,,RUR,Новосибирск,2022-12-16T04:46:42+0300
Специалист по техническому обслуживанию клиентов,23000.0,23000.0,RUR,Саратов,2022-12-16T05:09:28+0300
Аналитик (строительство),,,,Климовск (Московская область),2022-12-16T06:35:42+0300
Специалист по ИТ,70000.0,,RUR,Ростов-на-Дону,2022-12-16T08:12:22+0300
Тестировщик,,,,Смоленск,2022-12-16T09:37:02+0300
Корректор,25000.0,,RUR,Казань,2022-12-16T08:37:49+0300
Механик по транспорту,,,,Самара,2022-12-16T09:32:12+0300
UX/UI Дизайнер,,,,Москва,2022-12-16T09:48:38+0300
Чат-менеджер,30000.0,45000.0,RUR,Новосибирск,2022-12-16T08:22:22+0300
Системный администратор (удаленно),30000.0,80000.0,RUR,Красноярск,2022-12-16T09:33:29+0300
Специалист Технической поддержки,,70000.0,RUR,Новороссийск,2022-12-16T09:54:43+0300
Графический дизайнер,50000.0,,RUR,Казань,2022-12-16T09:56:47+0300
Администратор сайта/Контент-менеджер,50000.0,60000.0,RUR,Санкт-Петербург,2022-12-16T09:53:06+0300
Графический дизайнер,60000.0,70000.0,RUR,Санкт-Петербург,2022-12-16T09:45:11+0300
Механик по транспорту,350000.0,500000.0,KZT,Астана,2022-12-16T07:17:55+0300
Механик,80000.0,100000.0,RUR,Казань,2022-12-16T09:39:22+0300
Копирайтер (журналист),35000.0,,RUR,Санкт-Петербург,2022-12-16T07:12:51+0300
Тестировщик ПО,,,,Казань,2022-12-16T09:51:20+0300
Стажер (финансы+ИТ),,,,Пермь,2022-12-16T08:26:14+0300
Специалист по тестированию,,,,Нижний Новгород,2022-12-16T09:57:33+0300
QA engineer,,,,Новосибирск,2022-12-16T08:26:38+0300
Механик автомобильного транспорта,,65000.0,RUR,Иркутск,2022-12-16T09:36:19+0300
Руководитель транспортного отдела,,,,Санкт-Петербург,2022-12-16T09:55:02+0300
Механик,100000.0,,RUR,Челябинск,2022-12-16T09:39:22+0300
Стажер-программист 1С,50000.0,,RUR,Иркутск,2022-12-16T08:41:33+0300
Специалист технической поддержки,,40000.0,RUR,Москва,2022-12-16T09:57:23+0300
Графический дизайнер,,40000.0,RUR,Саратов,2022-12-16T09:50:17+0300
Manual QA engineer,800.0,,USD,Ташкент,2022-12-16T09:17:25+0300
Специалист Службы Экономической Безопасности,80000.0,,RUR,Москва,2022-12-16T08:50:14+0300
Системный администратор,5000000.0,7500000.0,UZS,Ташкент,2022-12-16T08:37:39+0300
Технический директор,130000.0,,RUR,Владивосток,2022-12-16T08:42:32+0300
Рабочий по комплексному обслуживанию зданий,45000.0,60000.0,RUR,Нижний Новгород,2022-12-16T09:12:37+0300
